X	Y	INTENSITY	LAMBDA1	LAMBDA2	V1X	V1Y	V2X	V2Y
148	195	107	16294.5	381.535	0.19339	-0.981122	-0.981122	-0.19339
150.667	188.333	111	3929.51	371.614	0.348521	-0.937301	-0.937301	-0.348521
147.667	197	121	14325.9	407.167	0.233194	-0.97243	-0.97243	-0.233194
153.333	188.667	111	3511.39	649.031	0.227129	-0.973865	-0.973865	-0.227129
144	175	112	3095.89	508.716	0.430681	-0.902504	-0.902504	-0.430681
160	171.333	112	1841.51	361.566	0.193749	0.981051	0.981051	-0.193749
154.333	168.667	115	3122.81	306.216	0.0684638	-0.997654	-0.997654	-0.0684638
159	181.667	109	2519.43	700.349	0.660496	-0.75083	-0.75083	-0.660496
159.333	176.667	113	1584.13	995.042	0.318428	0.947947	0.947947	-0.318428
156.667	179	112	1891.87	1096.47	0.0588131	-0.998269	-0.998269	-0.0588131
157.333	183	112	3251.21	722.978	0.616204	-0.787586	-0.787586	-0.616204
163	173.333	112	2989.9	465.267	0.0187886	-0.999823	-0.999823	-0.0187886
157.333	173.333	109	2314.81	287.378	0.222906	0.97484	0.97484	-0.222906
170	176.667	111	2767.79	1618.72	0.00426205	-0.999991	-0.999991	-0.00426205
163	177.333	119	3071.15	806.855	0.253427	-0.967354	-0.967354	-0.253427
169.667	180.667	111	2773.27	1198.34	0.863173	0.504908	0.504908	-0.863173
167.333	179	121	2381.35	2234.33	0.47665	-0.879093	-0.879093	-0.47665
164.333	181.667	119	3150.84	1100.88	0.839695	-0.543058	-0.543058	-0.839695
165	179.333	122	2578.71	1700.09	0.444314	-0.895871	-0.895871	-0.444314
166	183.333	119	4423.69	1720.24	0.271489	-0.962442	-0.962442	-0.271489
162	181.667	115	3857.97	250.496	0.721001	-0.692934	-0.692934	-0.721001
169.333	184	112	1958.86	1506.14	0.368877	-0.929478	-0.929478	-0.368877
165.667	170.333	117	2711.18	542.553	0.00584545	0.999983	0.999983	-0.00584545
157.667	168	112	1428.39	521.171	0.16558	-0.986196	-0.986196	-0.16558
161.333	184	108	3833.16	282.885	0.664187	-0.747566	-0.747566	-0.664187
157.667	187	115	2604.35	1022.98	0.541147	-0.840928	-0.840928	-0.541147
159.333	184.333	109	3258.06	364.36	0.747905	-0.663806	-0.663806	-0.747905
155.667	194	108	2339.45	125.501	0.123815	0.992305	0.992305	-0.123815
154	192.667	109	4349.37	431.967	0.309923	0.950761	0.950761	-0.309923
158	192.667	108	2159.52	177.451	0.229805	0.973237	0.973237	-0.229805
156	197.333	113	2956.36	118.181	0.0977962	-0.995206	-0.995206	-0.0977962
159	189.667	109	1982.96	691.805	0.157921	0.987452	0.987452	-0.157921
155.333	186.667	116	2827.8	979.488	0.552978	-0.833196	-0.833196	-0.552978
168.333	186.333	107	3679.26	625.712	0.0283835	-0.999597	-0.999597	-0.0283835
168	184.333	113	3601.32	1319.15	0.0384217	0.999262	0.999262	-0.0384217
169.667	187.333	108	1125.43	1054.7	0.999143	0.0413868	0.0413868	-0.999143
167	187.667	105	4625.68	477.768	0.0903917	0.995906	0.995906	-0.0903917
164.333	191.667	113	2942.25	240.703	0.34463	0.938738	0.938738	-0.34463
162	189.667	107	2641.08	644.096	0.139497	0.990222	0.990222	-0.139497
167	190.333	109	2690.41	426.177	0.372468	0.928045	0.928045	-0.372468
160.667	195	111	2055.28	186.444	0.132267	0.991214	0.991214	-0.132267
169	190.667	108	2384.52	387.48	0.49091	0.87121	0.87121	-0.49091
162.667	186.667	107	3799.4	931.96	0.363626	-0.931545	-0.931545	-0.363626
165	186	105	5781.91	834.086	0.160203	-0.987084	-0.987084	-0.160203
164	194	112	2160.65	316.653	0.347735	0.937593	0.937593	-0.347735
170.333	172.667	112	3142.09	656.281	0.0972908	0.995256	0.995256	-0.0972908
154.667	184.333	119	3173.88	780.135	0.579948	-0.814654	-0.814654	-0.579948
166.667	165.667	115	1089.16	146.067	0.581062	0.813859	0.813859	-0.581062
152.667	197	111	4816.17	257.858	0.0177794	0.999842	0.999842	-0.0177794
170.333	140.333	100	11263.7	321.473	0.0951773	-0.99546	-0.99546	-0.0951773
144.333	143.333	103	3521.78	791.266	0.682291	-0.73108	-0.73108	-0.682291
172.333	134.667	96	11784.4	828.736	0.206101	0.978531	0.978531	-0.206101
171	134.667	96	10196.2	474.847	0.0212818	0.999774	0.999774	-0.0212818
173.667	138	113	9511.67	1576.18	0.0334545	0.99944	0.99944	-0.0334545
172.667	137	108	10626.8	1016.54	0.220555	0.975375	0.975375	-0.220555
175	136.667	112	10657.6	1628.74	0.321246	0.946996	0.946996	-0.321246
173.667	140	104	7876.46	943.578	0.126416	-0.991977	-0.991977	-0.126416
176.333	137.667	115	6905.33	1549.01	0.171706	0.985148	0.985148	-0.171706
171.667	141.333	98	10997.4	712.679	0.0263817	-0.999652	-0.999652	-0.0263817
181	134.333	117	15018.7	820.707	0.351795	0.936077	0.936077	-0.351795
181.333	131.667	105	15388.2	926.429	0.365146	0.93095	0.93095	-0.365146
179.667	135	119	12926	1282.3	0.423888	0.905715	0.905715	-0.423888
182	135.667	121	10683.9	1704.95	0.10964	0.993971	0.993971	-0.10964
179	137	116	6712.33	1442.87	0.381852	0.924224	0.924224	-0.381852
177.333	136.333	112	8943.56	524.538	0.584249	0.811574	0.811574	-0.584249
183.333	134.333	121	13488.1	1719.41	0.30658	0.951845	0.951845	-0.30658
178	134.333	108	15097.4	423.875	0.531024	0.847357	0.847357	-0.531024
174.667	134	100	13124.6	254.216	0.460372	0.887726	0.887726	-0.460372
181.333	139.333	111	6451.56	268.873	0.255007	-0.966939	-0.966939	-0.255007
175	149.667	108	2300.04	1292.55	0.293257	-0.956034	-0.956034	-0.293257
171.667	143.667	112	9886.65	835.047	0.0999785	0.99499	0.99499	-0.0999785
172	158.333	117	2058.07	586.786	0.793453	0.608632	0.608632	-0.793453
172.333	155.333	115	2192.13	1409.08	0.984955	0.172814	0.172814	-0.984955
176.333	155.333	109	1812.88	862.221	0.924196	-0.381919	-0.381919	-0.924196
175.667	161.333	112	1757.2	378.084	0.999996	0.00274725	0.00274725	-0.999996
175.333	144	111	4171.6	636.492	0.326311	0.945262	0.945262	-0.326311
172.333	165.667	116	1349.21	393.084	0.00839364	0.999965	0.999965	-0.00839364
177	146.667	107	2198.8	759.082	0.0944027	0.995534	0.995534	-0.0944027
179.667	140	111	3898.13	219.697	0.119972	-0.992777	-0.992777	-0.119972
181.667	152	108	1210.94	254.363	0.0876516	-0.996151	-0.996151	-0.0876516
177.333	141.667	109	3765.63	432.075	0.187107	0.98234	0.98234	-0.187107
178.667	160.667	109	2544.83	1146.48	0.827851	0.560947	0.560947	-0.827851
183	157	109	3439.33	119.268	0.370703	0.928751	0.928751	-0.370703
183.667	162.667	100	4596.77	828.787	0.148262	0.988948	0.988948	-0.148262
179	157.667	111	2565.18	709.604	0.594839	0.803845	0.803845	-0.594839
181.667	148	112	1202.82	150.248	0.369222	-0.929341	-0.929341	-0.369222
177.667	153	104	1913.42	602.207	0.5087	-0.860944	-0.860944	-0.5087
175.667	140	107	6430.85	790.471	0.031114	-0.999516	-0.999516	-0.031114
181	163	104	2993.09	1571.34	0.13592	0.99072	0.99072	-0.13592
183	140.333	112	6352.27	298.305	0.398032	-0.917372	-0.917372	-0.398032
171.667	150	107	4254.64	1285.19	0.105305	0.99444	0.99444	-0.105305
185	138	117	11365.6	309.799	0.445094	-0.895484	-0.895484	-0.445094
186.667	135.667	133	17655.9	2613.24	0.0733699	-0.997305	-0.997305	-0.0733699
187.667	142.333	113	4952.57	665.55	0.220257	-0.975442	-0.975442	-0.220257
187	138	121	16387.5	993.271	0.287766	-0.957701	-0.957701	-0.287766
188.667	140	122	13883.9	671.181	0.142937	-0.989732	-0.989732	-0.142937
184	142.667	108	3040.48	378.513	0.466505	-0.884519	-0.884519	-0.466505
188	134	136	20194	2690.63	0.279485	0.96015	0.96015	-0.279485
184	146	112	717.897	292.27	0.20715	-0.978309	-0.978309	-0.20715
194.667	137	122	34267.1	628.451	0.14807	0.988977	0.988977	-0.14807
190.333	135	146	29712	2547.13	0.158492	0.98736	0.98736	-0.158492
192.667	134.333	149	39877.2	1765.74	0.20861	0.977999	0.977999	-0.20861
197.333	136.667	120	39857.2	649.209	0.122009	0.992529	0.992529	-0.122009
194.333	142.667	111	3887.19	629.13	0.191964	0.981402	0.981402	-0.191964
193	139.667	120	18182.5	641.639	0.138701	0.990334	0.990334	-0.138701
198.333	141.667	105	3736.44	1004.83	0.137717	-0.990472	-0.990472	-0.137717
187.667	145.667	104	2986.07	223.227	0.0329891	0.999456	0.999456	-0.0329891
197.667	149.667	104	2139.25	573.66	0.544696	-0.838634	-0.838634	-0.544696
190.667	138.667	121	26305.5	512.426	0.0320643	0.999486	0.999486	-0.0320643
197	131.333	159	47934.9	14457.5	0.205831	-0.978587	-0.978587	-0.205831
193.333	147	103	3911.67	318.582	0.0868597	-0.996221	-0.996221	-0.0868597
185.333	159.667	103	4610.67	225.596	0.302997	0.952992	0.952992	-0.302997
190.333	154.667	109	2531.58	504.77	0.16106	-0.986945	-0.986945	-0.16106
189.667	162	104	2207.38	1424.06	0.00181232	0.999998	0.999998	-0.00181232
188.667	159	105	3310.76	260.169	0.130752	0.991415	0.991415	-0.130752
190	156.333	107	2030.65	367.898	0.130652	-0.991428	-0.991428	-0.130652
189.333	165.333	109	3474.01	1813.41	0.953135	0.302546	0.302546	-0.953135
188.667	152.667	109	2023.93	379.301	0.0238193	-0.999716	-0.999716	-0.0238193
184.333	153.667	111	1810.01	98.5934	0.247887	0.968789	0.968789	-0.247887
193	156	111	2641.71	91.4364	0.455596	-0.890187	-0.890187	-0.455596
190	148.667	108	3548.14	318.18	0.0617114	-0.998094	-0.998094	-0.0617114
198.333	153.333	102	2607.37	555.397	0.572212	-0.820106	-0.820106	-0.572212
196.333	156.667	111	3777.36	195.607	0.486049	-0.873932	-0.873932	-0.486049
192.333	160.667	102	2522.37	747.38	0.762951	-0.646456	-0.646456	-0.762951
194.333	157.333	109	3341.27	202.579	0.469133	-0.883127	-0.883127	-0.469133
197.667	159.667	113	6468.8	288.246	0.534216	-0.845348	-0.845348	-0.534216
193	162.667	100	2416.13	1474.67	0.691194	-0.72267	-0.72267	-0.691194
197.667	157.667	111	3619.74	161.746	0.492622	-0.870243	-0.870243	-0.492622
193.333	154.333	110	3141.03	229.921	0.435426	-0.900225	-0.900225	-0.435426
195	150.667	105	2895.37	206.398	0.39217	-0.919893	-0.919893	-0.39217
195.667	162	103	5575.91	892.089	0.492946	-0.87006	-0.87006	-0.492946
198.333	165	96	9092.14	2404.17	0.202305	-0.979322	-0.979322	-0.202305
184.667	135.667	126	11817.5	2746.32	0.140827	-0.990034	-0.990034	-0.140827
183	131.667	111	13609.7	954.696	0.376736	0.926321	0.926321	-0.376736
185	165.333	112	3743.55	673.995	0.136827	-0.990595	-0.990595	-0.136827
176	170	113	1947.65	814.727	0.451143	0.892452	0.892452	-0.451143
175	165.667	117	1220.91	705.77	0.21583	0.976431	0.976431	-0.21583
174.333	179	108	3559.93	402.167	0.25651	0.966542	0.966542	-0.25651
172.333	178.333	107	2628.97	1113.47	0.634074	0.773272	0.773272	-0.634074
177.333	178.667	111	3512.92	608.286	0.477202	0.878794	0.878794	-0.477202
173.667	182.333	105	5770.17	302.206	0.0123728	0.999923	0.999923	-0.0123728
178	172	113	2106.21	225.987	0.662182	0.749343	0.749343	-0.662182
170.333	182.333	108	2619.4	1452.08	0.35116	0.936315	0.936315	-0.35116
181.333	169.667	113	1310.78	733.729	0.540606	0.841276	0.841276	-0.540606
182	177.333	105	4631.93	126.541	0.656455	0.754365	0.754365	-0.656455
181.667	181	100	3809.2	1246.28	0.705678	0.708533	0.708533	-0.705678
183	179.333	102	6099.56	202.417	0.720657	0.693291	0.693291	-0.720657
182	184.333	105	4942.97	1302.96	0.356095	-0.93445	-0.93445	-0.356095
179	181.333	105	3317.26	1126.69	0.170682	0.985326	0.985326	-0.170682
179.667	165.333	111	2068.51	1586.91	0.497963	-0.867198	-0.867198	-0.497963
179	176.333	107	3023.16	166.066	0.658449	0.752625	0.752625	-0.658449
176.667	164.667	116	1525.3	483.151	0.942576	0.333993	0.333993	-0.942576
177.667	183.667	106	2762.32	687.186	0.303482	-0.952837	-0.952837	-0.303482
172	185.667	112	4193.58	895.334	0.197573	-0.980288	-0.980288	-0.197573
172.333	183.333	104	5328.55	624.035	0.0585038	-0.998287	-0.998287	-0.0585038
172	190	111	3349.77	975.412	0.104423	-0.994533	-0.994533	-0.104423
173	188	113	5383.32	695.488	0.195902	-0.980623	-0.980623	-0.195902
173.333	193	103	4906.89	454.48	0.0621816	-0.998065	-0.998065	-0.0621816
170.333	189	109	1880.83	753.182	0.583599	0.812042	0.812042	-0.583599
175	187.667	115	5512.96	594.184	0.223117	-0.974792	-0.974792	-0.223117
170.333	186	108	2039.16	842.236	0.497135	-0.867673	-0.867673	-0.497135
179.333	187.667	107	2320.58	1660.58	0.914094	-0.405503	-0.405503	-0.914094
175.333	184.333	105	4640.74	596.299	0.11591	-0.99326	-0.99326	-0.11591
181.333	188.667	103	4195.16	1679.44	0.623587	-0.781754	-0.781754	-0.623587
178	189.667	111	3477.11	839.031	0.593638	-0.804732	-0.804732	-0.593638
179.667	191.333	109	3323.4	1317.32	0.446393	-0.894837	-0.894837	-0.446393
181.667	190.333	105	4091.16	1128.05	0.688453	-0.725281	-0.725281	-0.688453
184.333	191.667	103	5210.97	1026.92	0.525179	-0.850992	-0.850992	-0.525179
180	194	102	4626.65	765.602	0.0373347	0.999303	0.999303	-0.0373347
183.333	187.667	98	3754.91	3138.73	0.145487	-0.98936	-0.98936	-0.145487
176	190.333	112	4468.33	517.385	0.334377	-0.94244	-0.94244	-0.334377
179.667	185.667	107	2170.86	1497.78	0.100348	-0.994952	-0.994952	-0.100348
168.667	193.667	108	2677.99	805.776	0.0773992	0.997	0.997	-0.0773992
182.667	182	98	4507.07	2131.25	0.377787	-0.925892	-0.925892	-0.377787
173.333	170	109	1969.59	608.406	0.271437	0.962456	0.962456	-0.271437
183.667	175.333	107	3505.17	103.276	0.599995	0.800003	0.800003	-0.599995
190.333	175	102	9649.84	851.743	0.547423	-0.836856	-0.836856	-0.547423
185.333	181.667	94	7451.95	3048.64	0.61258	-0.790409	-0.790409	-0.61258
184	180.333	96	5050.39	2834.44	0.41324	0.910622	0.910622	-0.41324
187	177	99	4573.23	1433.03	0.175598	0.984462	0.984462	-0.175598
187.333	180.333	90	6976.43	3173.53	0.525907	-0.850542	-0.850542	-0.525907
187.667	170	108	2413.73	946.017	0.983414	0.181373	0.181373	-0.983414
184	172	109	1263.9	487.61	0.193198	0.98116	0.98116	-0.193198
193.667	167	96	5689.29	1700.25	0.616556	0.787311	0.787311	-0.616556
188	166.667	112	2730.91	1986.35	0.712101	0.702077	0.702077	-0.712101
196	165	95	6621.17	2517.07	0.0172541	-0.999851	-0.999851	-0.0172541
194	169.667	92	8489.48	4888.58	0.550104	-0.835096	-0.835096	-0.550104
195.667	175.333	105	18179.9	625.212	0.549106	-0.835753	-0.835753	-0.549106
196	171.333	85	18249.4	3131.37	0.495546	-0.868581	-0.868581	-0.495546
198.667	184.333	87	2994.83	158.176	0.209964	-0.977709	-0.977709	-0.209964
193.333	177.333	102	10810.3	781.708	0.511523	-0.85927	-0.85927	-0.511523
197.667	170.333	81	19574.5	3031.01	0.228554	-0.973531	-0.973531	-0.228554
190.667	171.333	105	7695.6	2016.4	0.741057	-0.671442	-0.671442	-0.741057
182	166.333	108	2369.45	983.582	0.312349	-0.949967	-0.949967	-0.312349
192	182.333	85	7832.39	166.136	0.263336	-0.964704	-0.964704	-0.263336
188	185.667	94	7927.17	2878.41	0.589159	-0.808017	-0.808017	-0.589159
185.667	184.333	99	8132.61	2453.03	0.690379	-0.723448	-0.723448	-0.690379
189	191	87	5500.03	928.189	0.240805	-0.970573	-0.970573	-0.240805
188.333	187.667	94	5118.09	2280.01	0.037705	-0.999289	-0.999289	-0.037705
190	189	95	6571.88	673.509	0.163036	-0.98662	-0.98662	-0.163036
186.333	191	96	5444.47	1049.49	0.50115	-0.865361	-0.865361	-0.50115
189.333	183.333	86	9856.07	1195.77	0.5131	-0.858329	-0.858329	-0.5131
185.667	188.667	94	3699.3	2795.02	0.474829	-0.880078	-0.880078	-0.474829
194	190	92	7684.22	966.183	0.0645484	0.997915	0.997915	-0.0645484
192.333	188.333	94	7249.4	315.203	0.262121	-0.965035	-0.965035	-0.262121
193.667	185.333	87	6347.11	324.611	0.279627	-0.960109	-0.960109	-0.279627
197.667	188.667	86	7209.13	507.995	0.150919	-0.988546	-0.988546	-0.150919
192.667	191.667	88	10937.2	482.444	0.135515	0.990775	0.990775	-0.135515
196.667	190.333	88	10683.6	931.333	0.0608174	0.998149	0.998149	-0.0608174
197.333	193.333	103	10133.6	629.355	0.15325	0.988187	0.988187	-0.15325
194	194.333	102	10195.7	410.025	0.24824	0.968699	0.968699	-0.24824
200.333	189	85	6141.65	1166.73	0.115019	-0.993363	-0.993363	-0.115019
190	192	87	8784.32	732.37	0.112845	-0.993613	-0.993613	-0.112845
196.333	185.333	90	3535.52	324.154	0.338111	-0.941106	-0.941106	-0.338111
184.667	194	102	4239.07	914.944	0.364378	-0.931251	-0.931251	-0.364378
197.667	177.333	104	11926	2704.38	0.453973	-0.891016	-0.891016	-0.453973
183.667	185.333	107	4648.82	2928.67	0.147509	-0.989061	-0.989061	-0.147509
191.667	165.333	99	3500.05	987.592	0.985684	0.168606	0.168606	-0.985684
175.333	193.667	102	5758.63	234.94	0.20447	-0.978873	-0.978873	-0.20447
199.333	193.667	104	6960.15	594.855	0.0498963	-0.998754	-0.998754	-0.0498963
171.333	138	108	8600.12	650.577	0.0210401	0.999779	0.999779	-0.0210401
176.667	133	100	15328.9	271.121	0.447882	0.894093	0.894093	-0.447882
189	194.333	98	7226.67	1063.08	0.198831	-0.980034	-0.980034	-0.198831
149	201.333	108	11452.4	2815.54	0.612214	-0.790692	-0.790692	-0.612214
148.667	198	117	11165.3	1012.33	0.175066	-0.984557	-0.984557	-0.175066
145	207.667	116	101811	881.298	0.670307	-0.742084	-0.742084	-0.670307
147	202.333	112	19183.1	1121.64	0.65837	-0.752694	-0.752694	-0.65837
152.667	207.333	104	14794.7	450.759	0.722125	-0.691763	-0.691763	-0.722125
148.667	208.667	122	59491	563.453	0.654793	-0.755808	-0.755808	-0.654793
151	201.333	108	9088.19	2820.27	0.685916	-0.727681	-0.727681	-0.685916
144.667	200.333	109	22864.2	640.312	0.596477	-0.80263	-0.80263	-0.596477
155.667	201	104	3769.96	236.294	0.130228	-0.991484	-0.991484	-0.130228
154.667	198.333	112	3531.91	207.525	0.0294819	-0.999565	-0.999565	-0.0294819
154	208.667	108	15827.3	326.963	0.565025	-0.825074	-0.825074	-0.565025
154.333	205.667	103	10119.6	611.381	0.740196	-0.672391	-0.672391	-0.740196
157	208.667	100	14898.5	156.334	0.448284	-0.893891	-0.893891	-0.448284
155.333	209.333	104	22658.2	293.598	0.481647	-0.876365	-0.876365	-0.481647
157.667	205.333	108	3001.92	218.97	0.44524	-0.895411	-0.895411	-0.44524
153.333	203	105	9501.03	1242.18	0.715874	-0.698229	-0.698229	-0.715874
151.333	198	112	5964.42	541.664	0.134435	0.990922	0.990922	-0.134435
152.333	211	125	65241.8	328.975	0.550674	-0.83472	-0.83472	-0.550674
145.667	218	19	60637	1406.46	0.553324	-0.832966	-0.832966	-0.553324
148.333	211.333	109	109585	351.109	0.602193	-0.798351	-0.798351	-0.602193
144	220.667	18	6249.04	224.837	0.0464681	-0.99892	-0.99892	-0.0464681
149	218	37	95618.2	980.713	0.555796	-0.831319	-0.831319	-0.555796
150.333	215.333	73	144779	352.089	0.558023	-0.829825	-0.829825	-0.558023
146	223.333	9	6528.28	337.519	0.04317	-0.999068	-0.999068	-0.04317
150.667	212.333	122	114207	335.827	0.565902	-0.824472	-0.824472	-0.565902
144.667	214.333	41	105080	888.277	0.595296	-0.803506	-0.803506	-0.595296
156	213	126	55600.4	202.174	0.45552	-0.890226	-0.890226	-0.45552
152	216	81	120206	474.152	0.524863	-0.851187	-0.851187	-0.524863
157.667	210.333	100	23290.2	94.1651	0.431452	-0.902136	-0.902136	-0.431452
156.333	215.667	104	85830.9	337.093	0.462394	-0.886675	-0.886675	-0.462394
154.333	220	49	104562	1522.87	0.491841	-0.870685	-0.870685	-0.491841
154	217.667	74	112278	537.368	0.49261	-0.87025	-0.87025	-0.49261
156.667	222	54	135983	4596.98	0.324496	-0.945887	-0.945887	-0.324496
151	221	20	63495.3	1922.45	0.497202	-0.867635	-0.867635	-0.497202
158.667	214.667	122	57875.4	394.974	0.442386	-0.896825	-0.896825	-0.442386
153.667	213.667	120	96437.4	452.2	0.507171	-0.861845	-0.861845	-0.507171
153.667	211.667	128	71991.8	376.575	0.526383	-0.850248	-0.850248	-0.526383
150.667	224	10	33681.3	1683.09	0.413536	-0.910488	-0.910488	-0.413536
158	203	102	3583.32	137.319	0.299553	-0.95408	-0.95408	-0.299553
145	204.667	137	64270.7	688.792	0.692973	-0.720963	-0.720963	-0.692973
160.333	201.667	104	5604.78	143.576	0.262655	-0.96489	-0.96489	-0.262655
165.333	198	116	5205.8	235.904	0.242694	-0.970103	-0.970103	-0.242694
161	207.333	108	3307.95	86.3774	0.512827	-0.858492	-0.858492	-0.512827
158.333	206.667	109	3452.02	143.318	0.48122	-0.8766	-0.8766	-0.48122
163.667	206.667	103	2673.13	197.042	0.455586	-0.890192	-0.890192	-0.455586
161.333	210	104	8249.9	187.123	0.367952	-0.929845	-0.929845	-0.367952
163.333	202	105	6817.07	151.288	0.301096	-0.953594	-0.953594	-0.301096
161.667	199	113	5656.05	160.623	0.182293	-0.983244	-0.983244	-0.182293
168	198.667	115	5625.27	101.064	0.393803	-0.919195	-0.919195	-0.393803
166	199.333	116	7210.58	155.961	0.305128	-0.952311	-0.952311	-0.305128
169.667	195.333	105	3558.55	604.018	0.272877	-0.962049	-0.962049	-0.272877
168.333	200.667	112	4828.53	111.63	0.389121	-0.921187	-0.921187	-0.389121
168.333	205.333	107	2111.27	323.052	0.481976	-0.876184	-0.876184	-0.481976
167.333	203.333	105	4272.72	130.217	0.308027	-0.951377	-0.951377	-0.308027
169.667	209.333	103	3689.55	1150.75	0.648668	-0.761071	-0.761071	-0.648668
165.667	208	100	3127.84	252.057	0.5157	-0.856769	-0.856769	-0.5157
171	204.333	108	1842.57	185.975	0.596684	-0.802476	-0.802476	-0.596684
164.333	204	105	4665.73	125.197	0.322695	-0.946503	-0.946503	-0.322695
166.333	195.667	111	2478.12	644.575	0.109605	-0.993975	-0.993975	-0.109605
167.333	207.333	102	2979.74	352.306	0.540222	-0.841522	-0.841522	-0.540222
162	216	128	50003.8	405.559	0.405704	-0.914004	-0.914004	-0.405704
163	212.333	105	16895.8	300.006	0.433287	-0.901256	-0.901256	-0.433287
160	222.667	62	198259	3272.65	0.175598	-0.984462	-0.984462	-0.175598
158.667	221	70	144253	3402.54	0.318513	-0.947918	-0.947918	-0.318513
161.667	222.667	66	232809	4473.45	0.099713	-0.995016	-0.995016	-0.099713
159.667	225.333	13	167422	3393.36	0.136464	-0.990645	-0.990645	-0.136464
164	217	126	50691.5	716.419	0.437276	-0.899328	-0.899328	-0.437276
159.667	217.333	124	82378.8	574.757	0.427553	-0.90399	-0.90399	-0.427553
167.333	209	100	2674.28	961.628	0.714226	-0.699915	-0.699915	-0.714226
170.333	211.333	99	2842.25	1646.22	0.605881	-0.795555	-0.795555	-0.605881
168.333	213.333	98	7100.5	1715.06	0.566552	-0.824026	-0.824026	-0.566552
166	214	102	17207.8	1215.78	0.512994	-0.858392	-0.858392	-0.512994
